Dt_name Cre_transcriptID	Cre_transcript	E_value	Cre_geneID
Locus_15086_Transcript_1/1_Confidence_1.000_Length_1980	CHLREDRAFT_148223	9e-59	Chlre2_kg.scaffold_22000061
Locus_15093_Transcript_1/1_Confidence_1.000_Length_188	CHLREDRAFT_194226	2e-09	estExt_fgenesh2_pg.C_600051
Locus_15102_Transcript_2/2_Confidence_0.750_Length_1364	CHLREDRAFT_147235	2e-10	Chlre2_kg.scaffold_18000160
Locus_15107_Transcript_1/1_Confidence_1.000_Length_694	CHLREDRAFT_108536	1e-53	e_gwH.84.15.1
Locus_15109_Transcript_1/1_Confidence_1.000_Length_890	CHLREDRAFT_348055	9e-42	estExt_fgenesh1_pg.C_190009
Locus_15111_Transcript_1/1_Confidence_1.000_Length_724	CHLREDRAFT_153238	1e-49	Chlre2_kg.scaffold_56000055
Locus_15120_Transcript_1/1_Confidence_1.000_Length_627	CHLREDRAFT_405258	3e-32	pasa_Sanger_mRNA310
Locus_15122_Transcript_1/1_Confidence_1.000_Length_629	CHLREDRAFT_119276	2e-63	e_gwW.27.77.1
Locus_15123_Transcript_1/1_Confidence_1.000_Length_913	CHLREDRAFT_192564	2e-63	estExt_fgenesh2_pg.C_310024
Locus_15127_Transcript_6/6_Confidence_0.737_Length_1456	CHLREDRAFT_55095	3e-43	estExt_GenewiseH_1.C_90293
Locus_15132_Transcript_1/1_Confidence_1.000_Length_534	CHLREDRAFT_108570	1e-49	e_gwH.89.6.1
Locus_15133_Transcript_1/2_Confidence_0.500_Length_1561	CHLREDRAFT_324634	4e-39	pg.chromosome_2_#_427
Locus_15134_Transcript_1/1_Confidence_1.000_Length_383	CHLREDRAFT_206018	1e-51	SKA_Chlre2_kg.scaffold_45000097
Locus_15136_Transcript_1/1_Confidence_1.000_Length_873	CHLREDRAFT_190176	7e-28	estExt_fgenesh2_pg.C_10814
Locus_15138_Transcript_3/3_Confidence_0.667_Length_819	CHLREDRAFT_119655	5e-43	e_gwW.34.52.1
Locus_15146_Transcript_1/1_Confidence_1.000_Length_485	CHLREDRAFT_134676	6e-84	estExt_gwp_1W.C_40075
Locus_15152_Transcript_1/1_Confidence_1.000_Length_859	CHLREDRAFT_292649	2e-13	au.g10520_t1
Locus_15161_Transcript_1/1_Confidence_1.000_Length_1077	CHLREDRAFT_146561	4e-19	Chlre2_kg.scaffold_1000385
Locus_15169_Transcript_1/1_Confidence_1.000_Length_1580	CHLREDRAFT_132537	4e-124	estExt_gwp_1H.C_600028
Locus_15178_Transcript_1/1_Confidence_1.000_Length_377	CHLREDRAFT_186414	2e-51	estExt_fgenesh2_pg.C_70014
Locus_15184_Transcript_1/2_Confidence_0.667_Length_615	CHLREDRAFT_417473	1e-09	pasa_Sanger_mRNA22495
Locus_15185_Transcript_1/2_Confidence_0.750_Length_1287	CHLREDRAFT_185063	7e-113	estExt_fgenesh2_kg.C_380010
Locus_15206_Transcript_1/1_Confidence_1.000_Length_628	CHLREDRAFT_413904	3e-31	pasa_Sanger_mRNA18628
Locus_15211_Transcript_2/2_Confidence_0.667_Length_1204	CHLREDRAFT_152564	1e-07	Chlre2_kg.scaffold_46000097
Locus_15213_Transcript_3/5_Confidence_0.545_Length_2043	CHLREDRAFT_395136	4e-18	pasa_Sanger_mRNA12082
Locus_15224_Transcript_1/1_Confidence_1.000_Length_1486	CHLREDRAFT_408977	5e-86	pasa_Sanger_mRNA17008
Locus_15226_Transcript_1/2_Confidence_0.667_Length_1379	CHLREDRAFT_112209	4e-80	e_gwW.5.339.1
Locus_15234_Transcript_1/1_Confidence_1.000_Length_951	CHLREDRAFT_205706	3e-77	OVA_estExt_fgenesh2_pg.C_500012
Locus_15239_Transcript_1/1_Confidence_1.000_Length_255	CHLREDRAFT_344162	5e-37	estExt_fgenesh1_pg.C_chromosome_60190
Locus_15243_Transcript_1/1_Confidence_1.000_Length_719	CHLREDRAFT_156694	6e-35	acegs_kg.scaffold_12000046
Locus_15248_Transcript_1/1_Confidence_1.000_Length_1167	CHLREDRAFT_184046	9e-23	estExt_fgenesh2_kg.C_200035
Locus_15262_Transcript_1/1_Confidence_1.000_Length_723	CHLREDRAFT_304021	1e-10	kg.chromosome_3_#_951_#_TC48445
Locus_15265_Transcript_1/1_Confidence_1.000_Length_896	CHLREDRAFT_131284	2e-44	estExt_gwp_1H.C_320189
Locus_15266_Transcript_1/1_Confidence_1.000_Length_806	CHLREDRAFT_158948	7e-108	acegs_kg.scaffold_31000069
Locus_15268_Transcript_1/1_Confidence_1.000_Length_2469	CHLREDRAFT_297302	3e-14	au.g14901_t1
Locus_15271_Transcript_1/1_Confidence_1.000_Length_622	CHLREDRAFT_393915	4e-31	pasa_Sanger_mRNA5769
Locus_15317_Transcript_1/1_Confidence_1.000_Length_1221	CHLREDRAFT_411031	7e-37	pasa_Sanger_mRNA25813
Locus_15320_Transcript_1/1_Confidence_1.000_Length_495	CHLREDRAFT_394228	3e-26	pasa_Sanger_mRNA6382
Locus_15338_Transcript_1/1_Confidence_1.000_Length_1598	CHLREDRAFT_156256	5e-146	acegs_kg.scaffold_2000178
Locus_15351_Transcript_1/1_Confidence_1.000_Length_1361	CHLREDRAFT_137766	5e-43	estExt_gwp_1W.C_230089
Locus_15354_Transcript_1/1_Confidence_1.000_Length_1082	CHLREDRAFT_379485	4e-140	estExt_fgenesh1_pm.C_chromosome_100120
Locus_15370_Transcript_1/1_Confidence_1.000_Length_1091	CHLREDRAFT_195588	5e-20	SAN_Chlre2_kg.scaffold_54000027
Locus_15375_Transcript_1/1_Confidence_1.000_Length_434	CHLREDRAFT_151084	1e-52	Chlre2_kg.scaffold_35000080
Locus_15379_Transcript_1/1_Confidence_1.000_Length_2907	CHLREDRAFT_133402	0.0	estExt_gwp_1H.C_2140007
Locus_15389_Transcript_1/1_Confidence_1.000_Length_395	CHLREDRAFT_330624	2e-07	pg.chromosome_12_#_778
Locus_15417_Transcript_1/1_Confidence_1.000_Length_573	CHLREDRAFT_143867	6e-22	Chlre2_kg.scaffold_9000098
Locus_15429_Transcript_1/1_Confidence_1.000_Length_1051	CHLREDRAFT_422826	7e-14	pasa_Sanger_mRNA24526
Locus_15433_Transcript_1/1_Confidence_1.000_Length_713	CHLREDRAFT_416539	3e-31	pasa_Sanger_mRNA18944
Locus_15441_Transcript_1/1_Confidence_1.000_Length_1238	CHLREDRAFT_393959	7e-08	pasa_Sanger_mRNA5843
Locus_15457_Transcript_1/1_Confidence_1.000_Length_1592	CHLREDRAFT_343151	2e-108	estExt_fgenesh1_pg.C_chromosome_20876
Locus_15458_Transcript_1/1_Confidence_1.000_Length_193	CHLREDRAFT_315790	2e-10	kg.chromosome_12_#_2889_#_TC50372
Locus_15459_Transcript_1/1_Confidence_1.000_Length_688	CHLREDRAFT_306920	5e-12	kg.chromosome_6_#_1191_#_XP_001695457.1
Locus_15463_Transcript_1/1_Confidence_1.000_Length_1219	CHLREDRAFT_152806	9e-59	Chlre2_kg.scaffold_49000046
Locus_15486_Transcript_1/1_Confidence_1.000_Length_2330	CHLREDRAFT_390629	2e-14	pasa_Sanger_mRNA31214
Locus_15494_Transcript_1/1_Confidence_1.000_Length_1691	CHLREDRAFT_194105	1e-77	estExt_fgenesh2_pg.C_550027
Locus_15499_Transcript_1/1_Confidence_1.000_Length_1081	CHLREDRAFT_8129	1e-17	fgenesh1_pg.C_scaffold_6000096
Locus_15514_Transcript_1/2_Confidence_0.667_Length_1974	CHLREDRAFT_95321	6e-13	fgenesh1_est.C_scaffold_25000036
Locus_15515_Transcript_1/2_Confidence_0.667_Length_646	CHLREDRAFT_149482	6e-22	Chlre2_kg.scaffold_26000217
Locus_15521_Transcript_1/1_Confidence_1.000_Length_1340	CHLREDRAFT_303299	2e-69	kg.chromosome_3_#_229_#_TC48423
Locus_15524_Transcript_1/1_Confidence_1.000_Length_331	CHLREDRAFT_189453	4e-21	estExt_fgenesh2_pg.C_150139
Locus_15537_Transcript_2/4_Confidence_0.583_Length_960	CHLREDRAFT_394821	2e-23	pasa_Sanger_mRNA12944.1
Locus_15541_Transcript_2/2_Confidence_0.657_Length_818	CHLREDRAFT_154370	6e-34	Chlre2_kg.scaffold_83000005
Locus_15542_Transcript_2/6_Confidence_0.619_Length_1976	CHLREDRAFT_146614	3e-35	Chlre2_kg.scaffold_1000438
Locus_15556_Transcript_1/1_Confidence_1.000_Length_817	CHLREDRAFT_196299	3e-47	SKA_165437
Locus_15567_Transcript_1/1_Confidence_1.000_Length_673	CHLREDRAFT_149069	8e-73	Chlre2_kg.scaffold_28000017
Locus_15575_Transcript_1/1_Confidence_1.000_Length_763	CHLREDRAFT_347605	4e-69	estExt_fgenesh1_pg.C_chromosome_160633
Locus_15576_Transcript_1/2_Confidence_0.667_Length_703	CHLREDRAFT_157361	9e-13	acegs_kg.scaffold_1000226
Locus_15579_Transcript_1/1_Confidence_1.000_Length_1105	CHLREDRAFT_142398	1e-122	Chlre2_kg.scaffold_3000371
Locus_15587_Transcript_1/1_Confidence_1.000_Length_947	CHLREDRAFT_161646	3e-29	fgenesh2_kg.C_scaffold_2000132
Locus_15592_Transcript_1/1_Confidence_1.000_Length_694	CHLREDRAFT_128965	1e-77	estExt_gwp_1H.C_10079
Locus_15606_Transcript_1/1_Confidence_1.000_Length_1328	CHLREDRAFT_102309	2e-77	e_gwH.18.100.1
Locus_15610_Transcript_1/1_Confidence_1.000_Length_1589	CHLREDRAFT_348231	7e-175	estExt_fgenesh1_pg.C_310004
Locus_15626_Transcript_1/2_Confidence_0.667_Length_641	CHLREDRAFT_205524	3e-70	SKA_chlre3.9.120.1.51
Locus_15647_Transcript_1/1_Confidence_1.000_Length_1049	CHLREDRAFT_174881	2e-18	fgenesh2_pg.C_scaffold_26000263
Locus_15656_Transcript_1/1_Confidence_1.000_Length_1391	CHLREDRAFT_398451	7e-180	pasa_Sanger_mRNA34120
Locus_15659_Transcript_1/1_Confidence_1.000_Length_167	CHLREDRAFT_115484	3e-07	e_gwW.13.124.1
Locus_15660_Transcript_1/1_Confidence_1.000_Length_2017	CHLREDRAFT_413418	4e-146	pasa_Sanger_mRNA10481
Locus_15668_Transcript_1/1_Confidence_1.000_Length_1295	CHLREDRAFT_283872	1e-15	au.g2333_t1
Locus_15673_Transcript_1/2_Confidence_0.750_Length_966	CHLREDRAFT_196705	1e-44	OVA_OVA_AIM_query
Locus_15676_Transcript_1/2_Confidence_0.588_Length_1209	CHLREDRAFT_295352	9e-41	au.g13051_t1
Locus_15685_Transcript_1/1_Confidence_1.000_Length_1075	CHLREDRAFT_324093	2e-38	pg.chromosome_1_#_882
Locus_15688_Transcript_1/1_Confidence_1.000_Length_827	CHLREDRAFT_402382	2e-30	pasa_Sanger_mRNA28595
Locus_15694_Transcript_1/1_Confidence_1.000_Length_413	CHLREDRAFT_285788	9e-18	au.g4126_t1
Locus_15696_Transcript_1/1_Confidence_1.000_Length_1431	CHLREDRAFT_105899	3e-11	e_gwH.37.143.1
Locus_15697_Transcript_1/1_Confidence_1.000_Length_1674	CHLREDRAFT_193010	3e-112	estExt_fgenesh2_pg.C_380151
Locus_15699_Transcript_1/1_Confidence_1.000_Length_384	CHLREDRAFT_192150	1e-39	estExt_fgenesh2_pg.C_300153
Locus_15703_Transcript_1/1_Confidence_1.000_Length_877	CHLREDRAFT_347861	6e-42	estExt_fgenesh1_pg.C_chromosome_170408
Locus_15712_Transcript_1/1_Confidence_1.000_Length_405	CHLREDRAFT_122263	1e-36	e_gwW.58.92.1
Locus_15713_Transcript_1/1_Confidence_1.000_Length_1173	CHLREDRAFT_71905	4e-133	gwW.38.101.1
Locus_15715_Transcript_1/1_Confidence_1.000_Length_651	CHLREDRAFT_205921	2e-65	SKA_Chlre2_kg.scaffold_11000147
Locus_15716_Transcript_1/1_Confidence_1.000_Length_1146	CHLREDRAFT_151043	2e-71	Chlre2_kg.scaffold_35000039
Locus_15720_Transcript_2/2_Confidence_0.667_Length_520	CHLREDRAFT_205662	2e-27	SKA_fgenesh1_est.C_scaffold_10000047
Locus_15724_Transcript_2/3_Confidence_0.778_Length_1096	CHLREDRAFT_323708	1e-37	pg.chromosome_1_#_497
Locus_15733_Transcript_1/1_Confidence_1.000_Length_2012	CHLREDRAFT_190196	1e-138	estExt_fgenesh2_pg.C_10854
Locus_15736_Transcript_1/1_Confidence_1.000_Length_953	CHLREDRAFT_325391	2e-42	pg.chromosome_3_#_146
Locus_15737_Transcript_1/3_Confidence_0.375_Length_1059	CHLREDRAFT_325197	5e-44	pg.chromosome_2_#_990
Locus_15739_Transcript_1/1_Confidence_1.000_Length_1196	CHLREDRAFT_119262	6e-52	e_gwW.27.98.1
Locus_15752_Transcript_1/1_Confidence_1.000_Length_793	CHLREDRAFT_414801	2e-54	pasa_Sanger_mRNA19604
Locus_15754_Transcript_1/1_Confidence_1.000_Length_428	CHLREDRAFT_286290	2e-28	au.g4596_t1
Locus_15757_Transcript_1/1_Confidence_1.000_Length_1699	CHLREDRAFT_154479	7e-100	Chlre2_kg.scaffold_80000036
Locus_15769_Transcript_1/1_Confidence_1.000_Length_889	CHLREDRAFT_194978	1e-147	estExt_fgenesh2_pg.C_800047
Locus_15776_Transcript_1/1_Confidence_1.000_Length_787	CHLREDRAFT_191060	1e-10	estExt_fgenesh2_pg.C_220196
Locus_15780_Transcript_1/1_Confidence_1.000_Length_866	CHLREDRAFT_196073	3e-142	FER_chlre3.3.376.1.5
Locus_15783_Transcript_1/1_Confidence_1.000_Length_1255	CHLREDRAFT_190813	3e-28	estExt_fgenesh2_pg.C_200116
Locus_15785_Transcript_2/5_Confidence_0.350_Length_2643	CHLREDRAFT_117442	4e-48	e_gwW.17.69.1
Locus_15794_Transcript_1/1_Confidence_1.000_Length_500	CHLREDRAFT_411390	2e-31	pasa_Sanger_mRNA33884
Locus_15808_Transcript_1/1_Confidence_1.000_Length_1804	CHLREDRAFT_423056	7e-08	pasa_Sanger_mRNA24354
Locus_15818_Transcript_1/1_Confidence_1.000_Length_639	CHLREDRAFT_127751	5e-63	estExt_gwp_1H.C_90160
Locus_15826_Transcript_2/2_Confidence_0.667_Length_1345	CHLREDRAFT_406560	8e-08	pasa_Sanger_mRNA2996
Locus_15828_Transcript_1/1_Confidence_1.000_Length_497	CHLREDRAFT_390717	8e-39	pasa_Sanger_mRNA31984
Locus_15830_Transcript_1/1_Confidence_1.000_Length_549	CHLREDRAFT_299902	2e-72	kg.chromosome_1_#_1627_#_XP_001689748.1
Locus_15839_Transcript_1/1_Confidence_1.000_Length_870	CHLREDRAFT_190291	2e-32	estExt_fgenesh2_pg.C_180064
Locus_15840_Transcript_1/1_Confidence_1.000_Length_305	CHLREDRAFT_151665	4e-34	Chlre2_kg.scaffold_39000103
Locus_15851_Transcript_1/1_Confidence_1.000_Length_791	CHLREDRAFT_282091	6e-14	au.g666_t1
Locus_15864_Transcript_1/2_Confidence_0.667_Length_1232	CHLREDRAFT_424639	2e-28	pasa_Sanger_mRNA7327
Locus_15873_Transcript_1/1_Confidence_1.000_Length_520	CHLREDRAFT_206054	2e-46	SKA_fgenesh2_pg.C_scaffold_25000074
Locus_15890_Transcript_1/1_Confidence_1.000_Length_566	CHLREDRAFT_205764	4e-12	SKA_estExt_fgenesh2_pg.C_670041
Locus_15898_Transcript_1/1_Confidence_1.000_Length_1445	CHLREDRAFT_347101	0.0	estExt_fgenesh1_pg.C_chromosome_140249
Locus_15900_Transcript_2/2_Confidence_0.667_Length_383	CHLREDRAFT_205776	1e-12	OVA_fgenesh2_pg.C_scaffold_39000007
Locus_15915_Transcript_2/2_Confidence_0.500_Length_989	CHLREDRAFT_192686	6e-66	estExt_fgenesh2_pg.C_310209
Locus_15927_Transcript_1/1_Confidence_1.000_Length_435	CHLREDRAFT_316328	7e-34	kg.chromosome_13_#_473_#_XP_001693508.1
Locus_15928_Transcript_1/1_Confidence_1.000_Length_1247	CHLREDRAFT_289332	3e-22	au.g7440_t1
Locus_15930_Transcript_2/3_Confidence_0.400_Length_228	CHLREDRAFT_118908	1e-19	e_gwW.26.208.1
Locus_15934_Transcript_1/4_Confidence_0.778_Length_1504	CHLREDRAFT_346304	5e-16	estExt_fgenesh1_pg.C_chromosome_120584
Locus_15940_Transcript_1/1_Confidence_1.000_Length_1873	CHLREDRAFT_141185	2e-146	Chlre2_kg.scaffold_7000012
Locus_15944_Transcript_1/1_Confidence_1.000_Length_1005	CHLREDRAFT_155174	1e-14	acegs_kg.scaffold_8000016
Locus_15951_Transcript_2/2_Confidence_0.750_Length_1610	CHLREDRAFT_288304	6e-14	au.g6490_t1
Locus_15957_Transcript_1/1_Confidence_1.000_Length_611	CHLREDRAFT_395451	9e-37	pasa_Sanger_mRNA12605
Locus_15973_Transcript_1/1_Confidence_1.000_Length_2184	CHLREDRAFT_196516	0.0	BTM_estExt_gwp_1H.C_70304
Locus_15977_Transcript_1/1_Confidence_1.000_Length_998	CHLREDRAFT_30383	3e-45	estExt_fgenesh1_pg.C_20045
Locus_15981_Transcript_1/1_Confidence_1.000_Length_2943	CHLREDRAFT_205604	0.0	SKA_Chlre2_kg.scaffold_67000015
Locus_15986_Transcript_2/2_Confidence_0.750_Length_1058	CHLREDRAFT_191579	3e-48	estExt_fgenesh2_pg.C_280169
Locus_16000_Transcript_1/1_Confidence_1.000_Length_1062	CHLREDRAFT_331085	1e-28	pg.chromosome_13_#_173
Locus_16002_Transcript_3/3_Confidence_0.667_Length_1457	CHLREDRAFT_112040	7e-161	e_gwW.5.269.1
Locus_16012_Transcript_1/1_Confidence_1.000_Length_737	CHLREDRAFT_206583	4e-08	GLW_estExt_fgenesh2_pg.C_250035
Locus_16024_Transcript_1/1_Confidence_1.000_Length_1306	CHLREDRAFT_130357	4e-62	estExt_gwp_1H.C_230106
Locus_16026_Transcript_1/1_Confidence_1.000_Length_414	CHLREDRAFT_181968	3e-19	estExt_fgenesh2_kg.C_70032
Locus_16039_Transcript_1/1_Confidence_1.000_Length_354	CHLREDRAFT_153413	2e-38	Chlre2_kg.scaffold_62000040
Locus_16048_Transcript_1/1_Confidence_1.000_Length_351	CHLREDRAFT_118221	6e-16	e_gwW.24.127.1
Locus_16055_Transcript_3/3_Confidence_0.700_Length_1421	CHLREDRAFT_21717	6e-44	fgenesh1_pg.C_scaffold_83000049
Locus_16060_Transcript_1/1_Confidence_1.000_Length_668	CHLREDRAFT_193843	1e-20	estExt_fgenesh2_pg.C_500072
Locus_16061_Transcript_1/1_Confidence_1.000_Length_689	CHLREDRAFT_338073	4e-27	pm.chromosome_9_#_84
Locus_16062_Transcript_1/1_Confidence_1.000_Length_186	CHLREDRAFT_205664	8e-07	OVA_fgenesh2_pg.C_scaffold_29000153
Locus_16065_Transcript_1/1_Confidence_1.000_Length_747	CHLREDRAFT_118469	2e-61	e_gwW.23.30.1
Locus_16069_Transcript_1/1_Confidence_1.000_Length_504	CHLREDRAFT_196657	5e-17	STE_estExt_fgenesh2_kg.C_940012
Locus_16094_Transcript_1/1_Confidence_1.000_Length_606	CHLREDRAFT_195426	5e-62	OVA_fgenesh2_pg.C_scaffold_7000380
Locus_16116_Transcript_1/1_Confidence_1.000_Length_1318	CHLREDRAFT_406247	1e-41	pasa_Sanger_mRNA255
Locus_16117_Transcript_1/1_Confidence_1.000_Length_1742	CHLREDRAFT_143864	1e-89	Chlre2_kg.scaffold_9000095
Locus_16119_Transcript_1/1_Confidence_1.000_Length_209	CHLREDRAFT_101305	2e-11	e_gwH.16.54.1
Locus_16125_Transcript_1/1_Confidence_1.000_Length_351	CHLREDRAFT_301295	1e-12	kg.chromosome_2_#_734_#_chlre3.7.248.1.11
Locus_16126_Transcript_3/8_Confidence_0.269_Length_1534	CHLREDRAFT_295625	1e-50	au.g13308_t1
Locus_16129_Transcript_2/3_Confidence_0.182_Length_982	CHLREDRAFT_412820	5e-57	pasa_Sanger_mRNA10500
Locus_16149_Transcript_1/1_Confidence_1.000_Length_968	CHLREDRAFT_419977	2e-57	pasa_Sanger_mRNA24066
Locus_16170_Transcript_2/2_Confidence_0.667_Length_995	CHLREDRAFT_115641	5e-69	e_gwW.14.112.1
Locus_16171_Transcript_1/1_Confidence_1.000_Length_556	CHLREDRAFT_421935	1e-08	pasa_Sanger_mRNA5407
Locus_16221_Transcript_1/1_Confidence_1.000_Length_723	CHLREDRAFT_344923	5e-23	estExt_fgenesh1_pg.C_chromosome_70600
Locus_16242_Transcript_1/1_Confidence_1.000_Length_1383	CHLREDRAFT_142531	1e-31	Chlre2_kg.scaffold_6000021
Locus_16246_Transcript_1/1_Confidence_1.000_Length_673	CHLREDRAFT_206477	2e-13	OVA_158833
Locus_16261_Transcript_1/1_Confidence_1.000_Length_415	CHLREDRAFT_113356	7e-09	e_gwW.4.33.1
Locus_16266_Transcript_1/1_Confidence_1.000_Length_1591	CHLREDRAFT_291899	2e-09	au.g9820_t1
Locus_16267_Transcript_1/1_Confidence_1.000_Length_2062	CHLREDRAFT_401816	2e-152	pasa_Sanger_mRNA28689
Locus_16268_Transcript_1/1_Confidence_1.000_Length_671	CHLREDRAFT_126483	3e-53	estExt_gwp_1H.C_50015
Locus_16273_Transcript_4/6_Confidence_0.294_Length_1100	CHLREDRAFT_186160	2e-60	estExt_fgenesh2_kg.C_70a0001
Locus_16282_Transcript_1/1_Confidence_1.000_Length_264	CHLREDRAFT_398164	1e-13	pasa_Sanger_mRNA35161
Locus_16284_Transcript_1/2_Confidence_0.750_Length_1445	CHLREDRAFT_287436	5e-22	au.g5673_t1
Locus_16289_Transcript_1/1_Confidence_1.000_Length_496	CHLREDRAFT_149002	4e-15	Chlre2_kg.scaffold_23000152
Locus_16294_Transcript_1/1_Confidence_1.000_Length_480	CHLREDRAFT_114600	2e-55	e_gwW.10.24.1
Locus_16297_Transcript_1/1_Confidence_1.000_Length_951	CHLREDRAFT_188593	3e-98	estExt_fgenesh2_pg.C_110071
Locus_16310_Transcript_1/2_Confidence_0.667_Length_814	CHLREDRAFT_152590	1e-20	Chlre2_kg.scaffold_48000014
Locus_16317_Transcript_1/1_Confidence_1.000_Length_1599	CHLREDRAFT_17391	2e-60	fgenesh1_pg.C_scaffold_31000123
Locus_16329_Transcript_1/1_Confidence_1.000_Length_1658	CHLREDRAFT_127285	2e-153	estExt_gwp_1H.C_40140
Locus_16335_Transcript_1/1_Confidence_1.000_Length_1141	CHLREDRAFT_401003	9e-109	pasa_Sanger_mRNA26350
Locus_16353_Transcript_1/1_Confidence_1.000_Length_886	CHLREDRAFT_187389	6e-10	estExt_fgenesh2_pg.C_60087
Locus_16358_Transcript_1/1_Confidence_1.000_Length_733	CHLREDRAFT_152180	3e-11	Chlre2_kg.scaffold_44000043
Locus_16359_Transcript_1/1_Confidence_1.000_Length_332	CHLREDRAFT_145254	5e-24	Chlre2_kg.scaffold_13000167
Locus_16374_Transcript_1/1_Confidence_1.000_Length_903	CHLREDRAFT_288370	8e-94	au.g6545_t1
Locus_16376_Transcript_1/1_Confidence_1.000_Length_814	CHLREDRAFT_196241	4e-74	OVA_estExt_fgenesh2_pg.C_270122
Locus_16386_Transcript_1/5_Confidence_0.467_Length_881	CHLREDRAFT_192797	1e-16	estExt_fgenesh2_pg.C_350021
Locus_16390_Transcript_1/1_Confidence_1.000_Length_666	CHLREDRAFT_282708	8e-09	au.g1240_t1
Locus_16398_Transcript_1/1_Confidence_1.000_Length_1392	CHLREDRAFT_206390	2e-134	OVA_estExt_GenewiseW_1.C_380095
Locus_16410_Transcript_1/1_Confidence_1.000_Length_693	CHLREDRAFT_423356	5e-25	pasa_Sanger_mRNA24600
Locus_16418_Transcript_1/1_Confidence_1.000_Length_873	CHLREDRAFT_143043	9e-48	Chlre2_kg.scaffold_4000166
Locus_16440_Transcript_1/1_Confidence_1.000_Length_513	CHLREDRAFT_328827	1e-26	pg.chromosome_9_#_327
Locus_16442_Transcript_1/1_Confidence_1.000_Length_494	CHLREDRAFT_425485	4e-25	pasa_Sanger_mRNA9810
Locus_16447_Transcript_2/2_Confidence_0.867_Length_1279	CHLREDRAFT_95030	2e-46	fgenesh1_est.C_scaffold_21000010
Locus_16448_Transcript_1/1_Confidence_1.000_Length_1111	CHLREDRAFT_289462	2e-91	au.g7566_t1
Locus_16449_Transcript_1/1_Confidence_1.000_Length_989	CHLREDRAFT_284856	8e-20	au.g3246_t1
Locus_16450_Transcript_1/1_Confidence_1.000_Length_908	CHLREDRAFT_169526	2e-24	fgenesh2_pg.C_scaffold_10000328
Locus_16453_Transcript_1/1_Confidence_1.000_Length_642	CHLREDRAFT_152112	4e-21	Chlre2_kg.scaffold_43000076
Locus_16459_Transcript_2/2_Confidence_0.800_Length_1218	CHLREDRAFT_16242	8e-42	fgenesh1_pg.C_scaffold_27000055
Locus_16460_Transcript_1/1_Confidence_1.000_Length_649	CHLREDRAFT_195840	3e-08	FER_158808
Locus_16462_Transcript_1/1_Confidence_1.000_Length_1316	CHLREDRAFT_116449	3e-88	e_gwW.1.306.1
Locus_16464_Transcript_1/1_Confidence_1.000_Length_874	CHLREDRAFT_321067	8e-98	kg.chromosome_17_#_1473_#_chlre3.60.28.1.1
Locus_16465_Transcript_1/1_Confidence_1.000_Length_972	CHLREDRAFT_9715	2e-51	fgenesh1_pg.C_scaffold_9000249
Locus_16477_Transcript_1/2_Confidence_0.750_Length_1558	CHLREDRAFT_424133	1e-75	pasa_Sanger_mRNA9358
Locus_16490_Transcript_1/1_Confidence_1.000_Length_1360	CHLREDRAFT_144901	3e-93	Chlre2_kg.scaffold_12000095
Locus_16492_Transcript_1/1_Confidence_1.000_Length_1915	CHLREDRAFT_135238	0.0	estExt_gwp_1W.C_100007
Locus_16499_Transcript_2/4_Confidence_0.312_Length_1026	CHLREDRAFT_107200	5e-07	e_gwH.53.29.1
Locus_16506_Transcript_1/1_Confidence_1.000_Length_605	CHLREDRAFT_114222	8e-90	e_gwW.9.31.1
Locus_16515_Transcript_1/1_Confidence_1.000_Length_931	CHLREDRAFT_194449	7e-49	estExt_fgenesh2_pg.C_670043
Locus_16519_Transcript_2/2_Confidence_0.667_Length_406	CHLREDRAFT_144621	2e-51	Chlre2_kg.scaffold_11000166
Locus_16520_Transcript_1/1_Confidence_1.000_Length_403	CHLREDRAFT_393478	2e-17	pasa_Sanger_mRNA29096
Locus_16530_Transcript_1/1_Confidence_1.000_Length_606	CHLREDRAFT_106504	3e-78	e_gwH.47.28.1
Locus_16532_Transcript_1/1_Confidence_1.000_Length_381	CHLREDRAFT_397066	1e-16	pasa_Sanger_mRNA15081
Locus_16547_Transcript_1/2_Confidence_0.667_Length_2168	CHLREDRAFT_196948	0.0	SKA_Chlre2_kg.scaffold_14000132
Locus_16564_Transcript_1/1_Confidence_1.000_Length_1668	CHLREDRAFT_152504	3e-13	Chlre2_kg.scaffold_46000037
Locus_16582_Transcript_1/1_Confidence_1.000_Length_1012	CHLREDRAFT_144067	4e-15	Chlre2_kg.scaffold_9000298
Locus_16588_Transcript_1/1_Confidence_1.000_Length_960	CHLREDRAFT_327353	2e-21	pg.chromosome_6_#_733
Locus_16598_Transcript_1/1_Confidence_1.000_Length_522	CHLREDRAFT_182007	3e-67	estExt_fgenesh2_kg.C_70075
Locus_16613_Transcript_1/1_Confidence_1.000_Length_537	CHLREDRAFT_150749	3e-24	Chlre2_kg.scaffold_31000115
Locus_16614_Transcript_1/1_Confidence_1.000_Length_2634	CHLREDRAFT_94516	4e-07	fgenesh1_est.C_scaffold_16000005
Locus_16634_Transcript_1/1_Confidence_1.000_Length_304	CHLREDRAFT_419681	3e-18	pasa_Sanger_mRNA22930
Locus_16637_Transcript_1/1_Confidence_1.000_Length_825	CHLREDRAFT_148463	1e-36	Chlre2_kg.scaffold_21000076
